# Content: proteins
# Copyright: 2022, Ecole Polytechnique Federale de Lausanne.
# License: Attribution-NonCommercial-NoDerivatives 4.0 International (CC BY-NC-ND 4.0)
# Version: Release 4 (07/30/2022)
uniprot_ac	uniprot_id	uniprot_description	organism	main_gene_name	gene_names	nber_palmitoyl_proteome_hits	nber_palmitoyl_proteome_sites	nber_palmitoyl_proteome_articles	nber_targeted_study_hits	nber_targeted_study_sites	nber_targeted_study_articles	nber_technique_categories	main_isoform_site_positions
O95477	ABCA1_HUMAN	Phospholipid-transporting ATPase ABCA1, EC 7.6.2.1 (ATP-binding cassette sub-family A member 1) (ATP-binding cassette transporter 1, ABC-1, ATP-binding cassette 1) (Cholesterol efflux regulatory protein)	Homo sapiens	ABCA1	CERP,ABC1,ABCA1	0	0	0	2	4	1	3	3,23,1111,1110
Q9BZC7	ABCA2_HUMAN	ATP-binding cassette sub-family A member 2, EC 7.6.2.- (ATP-binding cassette transporter 2, ATP-binding cassette 2)	Homo sapiens	ABCA2	KIAA1062,ABC2,ABCA2	2	0	1	0	0	0	3	
Q99758	ABCA3_HUMAN	Phospholipid-transporting ATPase ABCA3, EC 7.6.2.1 (ABC-C transporter) (ATP-binding cassette sub-family A member 3) (ATP-binding cassette transporter 3, ATP-binding cassette 3) (Xenobiotic-transporting ATPase ABCA3, EC 7.6.2.2) [Cleaved into: 150 Kda mature form ]	Homo sapiens	ABCA3	ABC3,ABCA3	6	0	2	0	0	0	3	
Q8N139	ABCA6_HUMAN	ATP-binding cassette sub-family A member 6, EC 7.6.2.-	Homo sapiens	ABCA6	ABCA6	1	0	1	0	0	0	2	
Q8IZY2	ABCA7_HUMAN	Phospholipid-transporting ATPase ABCA7, EC 7.6.2.1 (ABCA-SSN) (ATP-binding cassette sub-family A member 7) (Autoantigen SS-N) (Macrophage ABC transporter)	Homo sapiens	ABCA7	ABCA7	2	0	2	0	0	0	3	
O94911	ABCA8_HUMAN	ABC-type organic anion transporter ABCA8, EC 7.6.2.- (ATP-binding cassette sub-family A member 8)	Homo sapiens	ABCA8	KIAA0822,ABCA8	1	0	1	0	0	0	2	
Q8IUA7	ABCA9_HUMAN	ATP-binding cassette sub-family A member 9, EC 7.6.2.-	Homo sapiens	ABCA9	ABCA9	1	0	1	0	0	0	2	
Q86UK0	ABCAC_HUMAN	Glucosylceramide transporter ABCA12, EC 7.6.2.1 (ATP-binding cassette sub-family A member 12) (ATP-binding cassette transporter 12, ATP-binding cassette 12)	Homo sapiens	ABCA12	ABC12,ABCA12	1	0	1	0	0	0	2	
Q9NP58	ABCB6_HUMAN	ATP-binding cassette sub-family B member 6 (ABC-type heme transporter ABCB6, EC 7.6.2.5) (Mitochondrial ABC transporter 3, Mt-ABC transporter 3) (P-glycoprotein-related protein) (Ubiquitously-expressed mammalian ABC half transporter)	Homo sapiens	ABCB6	UMAT,PRP,MTABC3,ABCB6	16	2	8	0	0	0	4	50
O75027	ABCB7_HUMAN	Iron-sulfur clusters transporter ABCB7, mitochondrial (ATP-binding cassette sub-family B member 7, mitochondrial) (ATP-binding cassette transporter 7, ABC transporter 7 protein)	Homo sapiens	ABCB7	ABC7,ABCB7	6	0	3	0	0	0	3	
Q9NUT2	MITOS_HUMAN	Mitochondrial potassium channel ATP-binding subunit (ATP-binding cassette sub-family B member 8, mitochondrial, ABCB8) (Mitochondrial ATP-binding cassette 1, M-ABC1) (Mitochondrial sulfonylurea-receptor, MITOSUR)	Homo sapiens	ABCB8	MITOSUR,MABC1,ABCB8	5	0	4	0	0	0	3	
Q9NRK6	ABCBA_HUMAN	ATP-binding cassette sub-family B member 10, mitochondrial (ABC-mitochondrial erythroid protein, ABC-me protein) (ATP-binding cassette transporter 10, ABC transporter 10 protein) (Mitochondrial ATP-binding cassette 2, M-ABC2)	Homo sapiens	ABCB10	ABCB10	3	0	3	0	0	0	3	
P33897	ABCD1_HUMAN	ATP-binding cassette sub-family D member 1, EC 3.1.2.-, EC 7.6.2.- (Adrenoleukodystrophy protein, ALDP)	Homo sapiens	ABCD1	ALD,ABCD1	3	0	3	0	0	0	3	
P28288	ABCD3_HUMAN	ATP-binding cassette sub-family D member 3, EC 3.1.2.-, EC 7.6.2.- (70 kDa peroxisomal membrane protein, PMP70)	Homo sapiens	ABCD3	PXMP1,PMP70,ABCD3	13	0	7	0	0	0	5	
P61221	ABCE1_HUMAN	ATP-binding cassette sub-family E member 1 (2'-5'-oligoadenylate-binding protein) (HuHP68) (RNase L inhibitor) (Ribonuclease 4 inhibitor, RNS4I)	Homo sapiens	ABCE1	OK/SW-cl.40,RNS4I,RNASELI,RNASEL1,RLI,ABCE1	12	3	8	0	0	0	5	227,231,65
Q8NE71	ABCF1_HUMAN	ATP-binding cassette sub-family F member 1 (ATP-binding cassette 50) (TNF-alpha-stimulated ABC protein)	Homo sapiens	ABCF1	ABC50,ABCF1	7	0	4	0	0	0	4	
Q9UG63	ABCF2_HUMAN	ATP-binding cassette sub-family F member 2 (Iron-inhibited ABC transporter 2)	Homo sapiens	ABCF2	HUSSY-18,ABCF2	5	0	2	0	0	0	3	
P45844	ABCG1_HUMAN	ATP-binding cassette sub-family G member 1, EC 7.6.2.- (ATP-binding cassette transporter 8) (White protein homolog)	Homo sapiens	ABCG1	WHT1,ABC8,ABCG1	2	0	2	2	5	1	3	30,154,315,394,406
Q9UNQ0	ABCG2_HUMAN	Broad substrate specificity ATP-binding cassette transporter ABCG2, EC 7.6.2.2 (ATP-binding cassette sub-family G member 2) (Breast cancer resistance protein) (CDw338) (Mitoxantrone resistance-associated protein) (Placenta-specific ATP-binding cassette transporter) (Urate exporter) (CD antigen CD338)	Homo sapiens	ABCG2	MXR,BCRP1,BCRP,ABCP,ABCG2	2	0	1	0	0	0	2	
Q8N2K0	ABD12_HUMAN	Lysophosphatidylserine lipase ABHD12, EC 3.1.-.- (2-arachidonoylglycerol hydrolase ABHD12) (Abhydrolase domain-containing protein 12, hABHD12) (Monoacylglycerol lipase ABHD12, EC 3.1.1.23) (Oxidized phosphatidylserine lipase ABHD12, EC 3.1.-.-)	Homo sapiens	ABHD12	C20orf22,ABHD12	1	0	1	0	0	0	2	
P08910	ABHD2_HUMAN	Monoacylglycerol lipase ABHD2, EC 3.1.1.23 (2-arachidonoylglycerol hydrolase) (Abhydrolase domain-containing protein 2) (Acetylesterase, EC 3.1.1.6) (Lung alpha/beta hydrolase 2) (Progesterone-sensitive lipase, EC 3.1.1.79) (Protein PHPS1-2)	Homo sapiens	ABHD2	LABH2,ABHD2	2	0	2	0	0	0	4	
Q8WTS1	ABHD5_HUMAN	1-acylglycerol-3-phosphate O-acyltransferase ABHD5, EC 2.3.1.51 (Abhydrolase domain-containing protein 5) (Lipid droplet-binding protein CGI-58)	Homo sapiens	ABHD5	CGI-58,NCIE2,ABHD5	1	0	1	0	0	0	2	
Q9BV23	ABHD6_HUMAN	Monoacylglycerol lipase ABHD6, EC 3.1.1.23 (2-arachidonoylglycerol hydrolase) (Abhydrolase domain-containing protein 6)	Homo sapiens	ABHD6	ABHD6	1	0	1	0	0	0	2	
Q9NUJ1	ABHDA_HUMAN	Palmitoyl-protein thioesterase ABHD10, mitochondrial, EC 3.1.2.22 (Acyl-protein thioesterase ABHD10) (Alpha/beta hydrolase domain-containing protein 10, Abhydrolase domain-containing protein 10) (Mycophenolic acid acyl-glucuronide esterase, mitochondrial, EC 3.1.1.93)	Homo sapiens	ABHD10	ABHD10	8	0	6	0	0	0	4	
Q8NFV4	ABHDB_HUMAN	Protein ABHD11, EC 3.-.-.- (Alpha/beta hydrolase domain-containing protein 11, Abhydrolase domain-containing protein 11) (Williams-Beuren syndrome chromosomal region 21 protein)	Homo sapiens	ABHD11	PP1226,WBSCR21,ABHD11	2	0	2	0	0	0	3	
Q9BUJ0	ABHEA_HUMAN	Protein ABHD14A, EC 3.-.-.- (Alpha/beta hydrolase domain-containing protein 14A, Abhydrolase domain-containing protein 14A)	Homo sapiens	ABHD14A	UNQ1913/PRO4373,ABHD14A	2	0	1	0	0	0	3	
O95870	ABHGA_HUMAN	Phosphatidylserine lipase ABHD16A, EC 3.1.-.- (Alpha/beta hydrolase domain-containing protein 16A, Abhydrolase domain-containing protein 16A) (HLA-B-associated transcript 5, hBAT5) (Monoacylglycerol lipase ABHD16A, EC 3.1.1.23) (Protein G5)	Homo sapiens	ABHD16A	PP199,NG26,G5,BAT5,ABHD16A	18	1	10	1	0	1	5	205
Q8IZP0	ABI1_HUMAN	Abl interactor 1 (Abelson interactor 1, Abi-1) (Abl-binding protein 4, AblBP4) (Eps8 SH3 domain-binding protein, Eps8-binding protein) (Nap1-binding protein, Nap1BP) (Spectrin SH3 domain-binding protein 1) (e3B1)	Homo sapiens	ABI1	SSH3BP1,ABI1	1	0	1	0	0	0	2	
Q13085	ACACA_HUMAN	Acetyl-CoA carboxylase 1, ACC1, EC 6.4.1.2 (Acetyl-Coenzyme A carboxylase alpha, ACC-alpha)	Homo sapiens	ACACA	ACCA,ACC1,ACAC,ACACA	8	1	5	0	0	0	4	813
Q9UKU7	ACAD8_HUMAN	Isobutyryl-CoA dehydrogenase, mitochondrial, IBDH, EC 1.3.8.- (Activator-recruited cofactor 42 kDa component, ARC42) (Acyl-CoA dehydrogenase family member 8, ACAD-8)	Homo sapiens	ACAD8	IBD,ARC42,ACAD8	1	0	1	0	0	0	2	
Q9H845	ACAD9_HUMAN	Complex I assembly factor ACAD9, mitochondrial (Acyl-CoA dehydrogenase family member 9, ACAD-9, EC 1.3.8.-)	Homo sapiens	ACAD9	ACAD9	13	0	8	0	0	0	5	
P28330	ACADL_HUMAN	Long-chain specific acyl-CoA dehydrogenase, mitochondrial, LCAD, EC 1.3.8.8	Homo sapiens	ACADL	ACADL	1	1	1	0	0	0	1	351
P11310	ACADM_HUMAN	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial, MCAD, EC 1.3.8.7 (Medium chain acyl-CoA dehydrogenase, MCADH)	Homo sapiens	ACADM	ACADM	6	0	4	0	0	0	3	
P16219	ACADS_HUMAN	Short-chain specific acyl-CoA dehydrogenase, mitochondrial, SCAD, EC 1.3.8.1 (Butyryl-CoA dehydrogenase)	Homo sapiens	ACADS	ACADS	2	0	2	0	0	0	2	
P49748	ACADV_HUMAN	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial, VLCAD, EC 1.3.8.9	Homo sapiens	ACADVL	VLCAD,ACADVL	9	0	6	0	0	0	4	
O00400	ACATN_HUMAN	Acetyl-coenzyme A transporter 1, AT-1, Acetyl-CoA transporter 1 (Solute carrier family 33 member 1)	Homo sapiens	SLC33A1	AT1,ACATN,SLC33A1	6	1	4	0	0	0	3	496
Q5T8D3	ACBD5_HUMAN	Acyl-CoA-binding domain-containing protein 5	Homo sapiens	ACBD5	KIAA1996,ACBD5	1	0	1	0	0	0	2	
P07108	ACBP_HUMAN	Acyl-CoA-binding protein, ACBP (Diazepam-binding inhibitor, DBI) (Endozepine, EP)	Homo sapiens	DBI	DBI	1	0	1	0	0	0	1	
Q6JQN1	ACD10_HUMAN	Acyl-CoA dehydrogenase family member 10, ACAD-10, EC 1.3.99.-	Homo sapiens	ACAD10	ACAD10	1	0	1	0	0	0	2	
P45954	ACDSB_HUMAN	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial, SBCAD, EC 1.3.8.5 (2-methyl branched chain acyl-CoA dehydrogenase, 2-MEBCAD) (2-methylbutyryl-coenzyme A dehydrogenase, 2-methylbutyryl-CoA dehydrogenase)	Homo sapiens	ACADSB	ACADSB	2	0	2	0	0	0	4	
Q96AP0	ACD_HUMAN	Adrenocortical dysplasia protein homolog (POT1 and TIN2-interacting protein)	Homo sapiens	ACD	TPP1,TINT1,PTOP,PIP1,ACD	2	0	2	0	0	0	4	
P43681	ACHA4_HUMAN	Neuronal acetylcholine receptor subunit alpha-4	Homo sapiens	CHRNA4	NACRA4,CHRNA4	0	0	0	1	0	1	3	
P36544	ACHA7_HUMAN	Neuronal acetylcholine receptor subunit alpha-7	Homo sapiens	CHRNA7	NACHRA7,CHRNA7	0	0	0	4	0	2	3	
Q9UKV3	ACINU_HUMAN	Apoptotic chromatin condensation inducer in the nucleus, Acinus	Homo sapiens	ACIN1	KIAA0670,ACINUS,ACIN1	9	0	5	0	0	0	4	
O96019	ACL6A_HUMAN	Actin-like protein 6A (53 kDa BRG1-associated factor A) (Actin-related protein Baf53a) (ArpNbeta) (BRG1-associated factor 53A, BAF53A) (INO80 complex subunit K)	Homo sapiens	ACTL6A	INO80K,BAF53A,BAF53,ACTL6A	3	0	2	0	0	0	3	
P53396	ACLY_HUMAN	ATP-citrate synthase, EC 2.3.3.8 (ATP-citrate (pro-S-)-lyase, ACL) (Citrate cleavage enzyme)	Homo sapiens	ACLY	ACLY	17	5	9	0	0	0	4	20,633
P08172	ACM2_HUMAN	Muscarinic acetylcholine receptor M2	Homo sapiens	CHRM2	CHRM2	1	1	1	1	1	1	4	457,324
P20309	ACM3_HUMAN	Muscarinic acetylcholine receptor M3	Homo sapiens	CHRM3	CHRM3	4	0	1	0	0	0	2	
Q8WXI4	ACO11_HUMAN	Acyl-coenzyme A thioesterase 11, Acyl-CoA thioesterase 11, EC 3.1.2.- (Acyl-CoA thioester hydrolase 11) (Adipose-associated thioesterase) (Brown fat-inducible thioesterase, BFIT) (Palmitoyl-coenzyme A thioesterase, EC 3.1.2.2)	Homo sapiens	ACOT11	THEA,KIAA0707,BFIT,ACOT11	2	0	2	0	0	0	3	
Q9NPJ3	ACO13_HUMAN	Acyl-coenzyme A thioesterase 13, Acyl-CoA thioesterase 13, EC 3.1.2.- (Hotdog-fold thioesterase superfamily member 2) (Palmitoyl-CoA hydrolase, EC 3.1.2.2) (Thioesterase superfamily member 2, THEM2) [Cleaved into: Acyl-coenzyme A thioesterase 13, N-terminally processed ]	Homo sapiens	ACOT13	PNAS-27,HT012,THEM2,ACOT13	1	0	1	0	0	0	2	
P21399	ACOHC_HUMAN	Cytoplasmic aconitate hydratase, Aconitase, EC 4.2.1.3 (Citrate hydro-lyase) (Ferritin repressor protein) (Iron regulatory protein 1, IRP1) (Iron-responsive element-binding protein 1, IRE-BP 1)	Homo sapiens	ACO1	IREB1,ACO1,IRP1	5	0	3	0	0	0	4	
O00767	SCD_HUMAN	Stearoyl-CoA desaturase, hSCD1, EC 1.14.19.1 (Acyl-CoA desaturase) (Delta(9)-desaturase, Delta-9 desaturase) (Fatty acid desaturase)	Homo sapiens	SCD	SCDOS,SCD1,FADS5,SCD	8	0	4	0	0	0	4	
Q99798	ACON_HUMAN	Aconitate hydratase, mitochondrial, Aconitase, EC 4.2.1.3 (Citrate hydro-lyase)	Homo sapiens	ACO2	ACO2	11	0	8	0	0	0	5	
Q86TX2	ACOT1_HUMAN	Acyl-coenzyme A thioesterase 1, Acyl-CoA thioesterase 1, EC 3.1.2.- (CTE-I) (CTE-Ib) (Inducible cytosolic acyl-coenzyme A thioester hydrolase) (Long chain acyl-CoA thioester hydrolase, Long chain acyl-CoA hydrolase) (Palmitoyl-coenzyme A thioesterase, EC 3.1.2.2)	Homo sapiens	ACOT1	CTE1,ACOT1	3	0	2	0	0	0	4	
P49753	ACOT2_HUMAN	Acyl-coenzyme A thioesterase 2, mitochondrial, Acyl-CoA thioesterase 2, EC 3.1.2.2 (Acyl-coenzyme A thioester hydrolase 2a) (CTE-Ia) (Long-chain acyl-CoA thioesterase 2) (ZAP128)	Homo sapiens	ACOT2	PTE2A,PTE2,ACOT2	4	0	3	0	0	0	4	
O14734	ACOT8_HUMAN	Acyl-coenzyme A thioesterase 8, Acyl-CoA thioesterase 8, EC 3.1.2.1, EC 3.1.2.11, EC 3.1.2.2, EC 3.1.2.3, EC 3.1.2.5 (Choloyl-coenzyme A thioesterase, EC 3.1.2.27) (HIV-Nef-associated acyl-CoA thioesterase) (Peroxisomal acyl-CoA thioesterase 2, PTE-2) (Peroxisomal acyl-coenzyme A thioester hydrolase 1, PTE-1) (Peroxisomal long-chain acyl-CoA thioesterase 1) (Thioesterase II, hACTE-III, hACTEIII, hTE)	Homo sapiens	ACOT8	PTE2,PTE1,ACTEIII,ACOT8	5	0	3	0	0	0	3	
Q9Y305	ACOT9_HUMAN	Acyl-coenzyme A thioesterase 9, mitochondrial, Acyl-CoA thioesterase 9, EC 3.1.2.- (Acyl-CoA thioester hydrolase 9)	Homo sapiens	ACOT9	CGI-16,ACOT9	9	0	6	0	0	0	5	
Q15067	ACOX1_HUMAN	Peroxisomal acyl-coenzyme A oxidase 1, AOX, EC 1.3.3.6 (Palmitoyl-CoA oxidase) (Peroxisomal fatty acyl-CoA oxidase) (Straight-chain acyl-CoA oxidase, SCOX) [Cleaved into: Peroxisomal acyl-CoA oxidase 1, A chain; Peroxisomal acyl-CoA oxidase 1, B chain; Peroxisomal acyl-CoA oxidase 1, C chain ]	Homo sapiens	ACOX1	ACOX,ACOX1	9	0	5	0	0	0	5	
Q99424	ACOX2_HUMAN	Peroxisomal acyl-coenzyme A oxidase 2, EC 1.17.99.3 (3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholestanoyl-CoA 24-hydroxylase) (3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholestanoyl-CoA oxidase) (Trihydroxycoprostanoyl-CoA oxidase, THCA-CoA oxidase, THCCox)	Homo sapiens	ACOX2	ACOX2	1	0	1	0	0	0	2	
O15254	ACOX3_HUMAN	Peroxisomal acyl-coenzyme A oxidase 3, EC 1.3.3.6 (Branched-chain acyl-CoA oxidase, BRCACox) (Pristanoyl-CoA oxidase)	Homo sapiens	ACOX3	PRCOX,BRCOX,ACOX3	2	0	1	0	0	0	3	
P13798	ACPH_HUMAN	Acylamino-acid-releasing enzyme, AARE, EC 3.4.19.1 (Acyl-peptide hydrolase, APH) (Acylaminoacyl-peptidase) (Oxidized protein hydrolase, OPH)	Homo sapiens	APEH	DNF15S2,D3S48E,D3F15S2,APEH	6	0	3	0	0	0	4	
O14561	ACPM_HUMAN	Acyl carrier protein, mitochondrial, ACP (CI-SDAP) (NADH-ubiquinone oxidoreductase 9.6 kDa subunit)	Homo sapiens	NDUFAB1	NDUFAB1	9	0	6	0	0	0	5	
Q9NUB1	ACS2L_HUMAN	Acetyl-coenzyme A synthetase 2-like, mitochondrial, EC 6.2.1.1 (Acetate--CoA ligase 2) (Acetyl-CoA synthetase 2, AceCS2) (Acyl-CoA synthetase short-chain family member 1) (Propionate--CoA ligase, EC 6.2.1.17)	Homo sapiens	ACSS1	KIAA1846,ACAS2L,ACSS1	3	0	2	0	0	0	3	
Q9NR19	ACSA_HUMAN	Acetyl-coenzyme A synthetase, cytoplasmic, EC 6.2.1.1 (Acetate--CoA ligase) (Acetyl-CoA synthetase, ACS, AceCS) (Acetyl-CoA synthetase 1, AceCS1) (Acyl-CoA synthetase short-chain family member 2) (Acyl-activating enzyme) (Propionate--CoA ligase, EC 6.2.1.17)	Homo sapiens	ACSS2	ACAS2,ACSS2	1	0	1	0	0	0	2	
Q96CM8	ACSF2_HUMAN	Medium-chain acyl-CoA ligase ACSF2, mitochondrial, EC 6.2.1.2	Homo sapiens	ACSF2	UNQ493/PRO1009,ACSF2	5	0	3	0	0	0	3	
Q4G176	ACSF3_HUMAN	Malonate--CoA ligase ACSF3, mitochondrial, EC 6.2.1.n3 (Acyl-CoA synthetase family member 3)	Homo sapiens	ACSF3	PSEC0197,ACSF3	1	0	1	0	0	0	2	
P33121	ACSL1_HUMAN	Long-chain-fatty-acid--CoA ligase 1, EC 6.2.1.3 (Acyl-CoA synthetase 1, ACS1) (Arachidonate--CoA ligase, EC 6.2.1.15) (Long-chain acyl-CoA synthetase 1, LACS 1) (Long-chain acyl-CoA synthetase 2, LACS 2) (Long-chain fatty acid-CoA ligase 2) (Palmitoyl-CoA ligase 1) (Palmitoyl-CoA ligase 2) (Phytanate--CoA ligase, EC 6.2.1.24)	Homo sapiens	ACSL1	LACS2,LACS1,LACS,FACL2,FACL1,ACSL1	4	0	4	0	0	0	4	
O95573	ACSL3_HUMAN	Fatty acid CoA ligase Acsl3 (Arachidonate--CoA ligase, EC 6.2.1.15) (Long-chain acyl-CoA synthetase 3, LACS 3) (Long-chain-fatty-acid--CoA ligase 3, EC 6.2.1.3) (Medium-chain acyl-CoA ligase Acsl3, EC 6.2.1.2)	Homo sapiens	ACSL3	LACS3,FACL3,ACS3,ACSL3	9	0	6	0	0	0	5	
O60488	ACSL4_HUMAN	Long-chain-fatty-acid--CoA ligase 4, EC 6.2.1.3 (Arachidonate--CoA ligase, EC 6.2.1.15) (Long-chain acyl-CoA synthetase 4, LACS 4)	Homo sapiens	ACSL4	LACS4,FACL4,ACS4,ACSL4	10	0	5	0	0	0	5	
Q9ULC5	ACSL5_HUMAN	Long-chain-fatty-acid--CoA ligase 5, EC 6.2.1.3 (Arachidonate--CoA ligase, EC 6.2.1.15) (Long-chain acyl-CoA synthetase 5, LACS 5)	Homo sapiens	ACSL5	UNQ633/PRO1250,FACL5,ACS5,ACSL5	1	0	1	0	0	0	1	
Q53FZ2	ACSM3_HUMAN	Acyl-coenzyme A synthetase ACSM3, mitochondrial, EC 6.2.1.2 (Acyl-CoA synthetase medium-chain family member 3) (Butyrate--CoA ligase 3) (Butyryl-coenzyme A synthetase 3) (Middle-chain acyl-CoA synthetase 3) (Propionate--CoA ligase, EC 6.2.1.17) (Protein SA homolog)	Homo sapiens	ACSM3	SAH,ACSM3	1	0	1	0	0	0	2	
P62736	ACTA_HUMAN	Actin, aortic smooth muscle (Alpha-actin-2) (Cell growth-inhibiting gene 46 protein) [Cleaved into: Actin, aortic smooth muscle, intermediate form ]	Homo sapiens	ACTA2	GIG46,ACTVS,ACTSA,ACTA2	6	0	4	0	0	0	4	
Q562R1	ACTBL_HUMAN	Beta-actin-like protein 2 (Kappa-actin)	Homo sapiens	ACTBL2	ACTBL2	6	2	5	0	0	0	3	286
Q9BYX7	ACTBM_HUMAN	Putative beta-actin-like protein 3 (Kappa-actin) (POTE ankyrin domain family member K)	Homo sapiens	POTEKP	FKSG30,ACTBL3,POTEKP	1	0	1	0	0	0	1	
P60709	ACTB_HUMAN	Actin, cytoplasmic 1 (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed ]	Homo sapiens	ACTB	ACTB	10	4	8	0	0	0	4	17,217,285
P68032	ACTC_HUMAN	Actin, alpha cardiac muscle 1 (Alpha-cardiac actin) [Cleaved into: Actin, alpha cardiac muscle 1, intermediate form ]	Homo sapiens	ACTC1	ACTC,ACTC1	5	0	5	0	0	0	4	
P63261	ACTG_HUMAN	Actin, cytoplasmic 2 (Gamma-actin) [Cleaved into: Actin, cytoplasmic 2, N-terminally processed ]	Homo sapiens	ACTG1	ACTG,ACTB,ACTG1	9	2	6	0	0	0	3	217,285
P63267	ACTH_HUMAN	Actin, gamma-enteric smooth muscle (Alpha-actin-3) (Gamma-2-actin) (Smooth muscle gamma-actin) [Cleaved into: Actin, gamma-enteric smooth muscle, intermediate form ]	Homo sapiens	ACTG2	ACTSG,ACTL3,ACTA3,ACTG2	3	0	3	0	0	0	3	
P12814	ACTN1_HUMAN	Alpha-actinin-1 (Alpha-actinin cytoskeletal isoform) (F-actin cross-linking protein) (Non-muscle alpha-actinin-1)	Homo sapiens	ACTN1	ACTN1	16	9	10	0	0	0	4	41,154,332
P35609	ACTN2_HUMAN	Alpha-actinin-2 (Alpha-actinin skeletal muscle isoform 2) (F-actin cross-linking protein)	Homo sapiens	ACTN2	ACTN2	3	4	2	0	0	0	3	161,339
Q08043	ACTN3_HUMAN	Alpha-actinin-3 (Alpha-actinin skeletal muscle isoform 3) (F-actin cross-linking protein)	Homo sapiens	ACTN3	ACTN3	2	2	2	0	0	0	3	168,346
O43707	ACTN4_HUMAN	Alpha-actinin-4 (Non-muscle alpha-actinin 4)	Homo sapiens	ACTN4	ACTN4	16	5	11	0	0	0	4	173,499,793,351
P68133	ACTS_HUMAN	Actin, alpha skeletal muscle (Alpha-actin-1) [Cleaved into: Actin, alpha skeletal muscle, intermediate form ]	Homo sapiens	ACTA1	ACTA,ACTA1	8	0	7	0	0	0	4	
P61163	ACTZ_HUMAN	Alpha-centractin, Centractin (ARP1) (Actin-RPV) (Centrosome-associated actin homolog)	Homo sapiens	ACTR1A	CTRN1,ACTR1A	4	0	4	0	0	0	4	
Q04771	ACVR1_HUMAN	Activin receptor type-1, EC 2.7.11.30 (Activin receptor type I, ACTR-I) (Activin receptor-like kinase 2, ALK-2) (Serine/threonine-protein kinase receptor R1, SKR1) (TGF-B superfamily receptor type I, TSR-I)	Homo sapiens	ACVR1	ACVRLK2,ACVR1	2	0	1	0	0	0	2	
O14672	ADA10_HUMAN	Disintegrin and metalloproteinase domain-containing protein 10, ADAM 10, EC 3.4.24.81 (CDw156) (Kuzbanian protein homolog) (Mammalian disintegrin-metalloprotease) (CD antigen CD156c)	Homo sapiens	ADAM10	MADM,KUZ,ADAM10	21	0	13	0	0	0	4	
Q13444	ADA15_HUMAN	Disintegrin and metalloproteinase domain-containing protein 15, ADAM 15, EC 3.4.24.- (Metalloprotease RGD disintegrin protein) (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein 15, MDC-15) (Metargidin)	Homo sapiens	ADAM15	MDC15,ADAM15	7	0	4	0	0	0	4	
P78536	ADA17_HUMAN	Disintegrin and metalloproteinase domain-containing protein 17, ADAM 17, EC 3.4.24.86 (Snake venom-like protease) (TNF-alpha convertase) (TNF-alpha-converting enzyme) (CD antigen CD156b)	Homo sapiens	ADAM17	TACE,CSVP,ADAM17	15	0	8	0	0	0	4	
Q9H013	ADA19_HUMAN	Disintegrin and metalloproteinase domain-containing protein 19, ADAM 19, EC 3.4.24.- (Meltrin-beta) (Metalloprotease and disintegrin dendritic antigen marker, MADDAM)	Homo sapiens	ADAM19	FKSG34,MLTNB,ADAM19	2	0	1	0	0	0	2	
O75077	ADA23_HUMAN	Disintegrin and metalloproteinase domain-containing protein 23, ADAM 23 (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein 3, MDC-3)	Homo sapiens	ADAM23	MDC3,ADAM23	1	0	1	0	0	0	1	
P08913	ADA2A_HUMAN	Alpha-2A adrenergic receptor (Alpha-2 adrenergic receptor subtype C10) (Alpha-2A adrenoreceptor, Alpha-2A adrenoceptor, Alpha-2AAR)	Homo sapiens	ADRA2A	ADRAR,ADRA2R,ADRA2A	1	0	1	0	0	0	2	
Q9H2U9	ADAM7_HUMAN	Disintegrin and metalloproteinase domain-containing protein 7, ADAM 7 (Sperm maturation-related glycoprotein GP-83)	Homo sapiens	ADAM7	GP83,ADAM7	1	1	1	0	0	0	3	460
Q13443	ADAM9_HUMAN	Disintegrin and metalloproteinase domain-containing protein 9, ADAM 9, EC 3.4.24.- (Cellular disintegrin-related protein) (Meltrin-gamma) (Metalloprotease/disintegrin/cysteine-rich protein 9) (Myeloma cell metalloproteinase)	Homo sapiens	ADAM9	MLTNG,MDC9,MCMP,KIAA0021,ADAM9	7	0	3	0	0	0	3	
O00116	ADAS_HUMAN	Alkyldihydroxyacetonephosphate synthase, peroxisomal, Alkyl-DHAP synthase, EC 2.5.1.26 (Aging-associated gene 5 protein) (Alkylglycerone-phosphate synthase)	Homo sapiens	AGPS	AAG5,AGPS	8	0	5	0	0	0	5	
P00813	ADA_HUMAN	Adenosine deaminase, EC 3.5.4.4 (Adenosine aminohydrolase)	Homo sapiens	ADA	ADA1,ADA	1	0	1	0	0	0	1	
Q86TW2	ADCK1_HUMAN	AarF domain-containing protein kinase 1, EC 2.7.-.-	Homo sapiens	ADCK1	ADCK1	1	0	1	0	0	0	2	
